序号,零部件名称,供应商名称,故障类型,故障现象,故障比例(%),根本原因
304,线束总成,凌颖信息网络有限公司,外观,间隙超差,2.5,设备定位销磨损导致加工位置度超差
305,ECU控制器,良诺科技有限公司,尺寸,间隙超差,0.1,来料批次材料硬度超标
306,ECU控制器,时刻传媒有限公司,电气,短路,0.6,设备定位销磨损导致加工位置度超差
307,ECU控制器,国讯网络有限公司,电气,间隙超差,1.2,来料批次材料硬度超标
308,线束总成,兰金电子网络有限公司,外观,短路,2.2,胶水固化参数设置错误
309,车门铰链总成,飞海科技信息有限公司,外观,短路,1.9,设备定位销磨损导致加工位置度超差
310,ECU控制器,东方峻景传媒有限公司,尺寸,短路,1,设备定位销磨损导致加工位置度超差
311,前门密封条,凌云网络有限公司,功能,色差,1.6,胶水固化参数设置错误
312,前门密封条,浦华众城信息有限公司,电气,划伤,4.9,来料批次材料硬度超标
313,后顶盖外板组件,海创网络有限公司,功能,短路,0.8,胶水固化参数设置错误
314,ECU控制器,趋势网络有限公司,尺寸,间隙超差,4.9,胶水固化参数设置错误
315,线束总成,易动力信息有限公司,电气,压印,1.6,设备定位销磨损导致加工位置度超差
316,车门铰链总成,天益信息有限公司,尺寸,压印,1.5,胶水固化参数设置错误
317,车门铰链总成,南康传媒有限公司,电气,间隙超差,3.1,设备定位销磨损导致加工位置度超差
318,车门铰链总成,四通网络有限公司,外观,短路,2.5,胶水固化参数设置错误
319,车门铰链总成,明腾信息有限公司,材料,短路,3.1,来料批次材料硬度超标
320,前门密封条,创联世纪科技有限公司,尺寸,间隙超差,1.4,设备定位销磨损导致加工位置度超差
321,前门密封条,飞海科技网络有限公司,外观,压印,2.2,来料批次材料硬度超标
322,后顶盖外板组件,东方峻景网络有限公司,外观,短路,3.2,胶水固化参数设置错误
323,后顶盖外板组件,网新恒天科技有限公司,外观,划伤,3.1,胶水固化参数设置错误
324,车门铰链总成,图龙信息科技有限公司,材料,压印,4.4,来料批次材料硬度超标
325,ECU控制器,新宇龙信息网络有限公司,外观,压印,2.5,胶水固化参数设置错误
326,线束总成,飞利信信息有限公司,功能,短路,2.1,设备定位销磨损导致加工位置度超差
327,ECU控制器,合联电子网络有限公司,功能,划伤,4.3,胶水固化参数设置错误
328,ECU控制器,昂歌信息传媒有限公司,尺寸,间隙超差,3.7,来料批次材料硬度超标
329,线束总成,商软冠联信息有限公司,功能,短路,3.1,设备定位销磨损导致加工位置度超差
330,线束总成,易动力科技有限公司,尺寸,间隙超差,1.7,来料批次材料硬度超标
331,线束总成,银嘉传媒有限公司,电气,短路,3,来料批次材料硬度超标
332,车门铰链总成,兰金电子网络有限公司,材料,短路,0.5,胶水固化参数设置错误
333,线束总成,诺依曼软件科技有限公司,尺寸,间隙超差,1,设备定位销磨损导致加工位置度超差
334,车门铰链总成,万迅电脑信息有限公司,功能,短路,2.4,设备定位销磨损导致加工位置度超差
335,后顶盖外板组件,飞海科技信息有限公司,材料,短路,4.9,胶水固化参数设置错误
336,后顶盖外板组件,四通网络有限公司,外观,划伤,0.4,设备定位销磨损导致加工位置度超差
337,车门铰链总成,信诚致远网络有限公司,外观,间隙超差,3.7,来料批次材料硬度超标
338,ECU控制器,东方峻景科技有限公司,尺寸,间隙超差,0.2,来料批次材料硬度超标
339,车门铰链总成,和泰网络有限公司,材料,划伤,3.1,设备定位销磨损导致加工位置度超差
340,车门铰链总成,昊嘉传媒有限公司,材料,划伤,0.2,设备定位销磨损导致加工位置度超差
341,线束总成,济南亿次元科技有限公司,功能,压印,4.4,胶水固化参数设置错误
342,车门铰链总成,创联世纪信息有限公司,功能,压印,4.1,来料批次材料硬度超标
343,前门密封条,创汇传媒有限公司,材料,间隙超差,2.2,胶水固化参数设置错误
344,车门铰链总成,银嘉传媒有限公司,外观,色差,4.7,胶水固化参数设置错误
345,线束总成,华泰通安信息有限公司,电气,划伤,2.5,设备定位销磨损导致加工位置度超差
346,前门密封条,济南亿次元网络有限公司,功能,色差,2.4,胶水固化参数设置错误
347,车门铰链总成,华泰通安网络有限公司,尺寸,划伤,1.2,来料批次材料硬度超标
348,车门铰链总成,开发区世创网络有限公司,功能,短路,1.2,来料批次材料硬度超标
349,前门密封条,创联世纪信息有限公司,材料,压印,0.2,胶水固化参数设置错误
350,前门密封条,泰麒麟网络有限公司,材料,色差,4.5,来料批次材料硬度超标
351,车门铰链总成,东方峻景网络有限公司,功能,色差,3.1,来料批次材料硬度超标
352,ECU控制器,南康科技有限公司,外观,压印,0.5,来料批次材料硬度超标
353,ECU控制器,迪摩传媒有限公司,电气,压印,1.7,来料批次材料硬度超标
354,线束总成,飞海科技网络有限公司,尺寸,压印,1.1,设备定位销磨损导致加工位置度超差
355,后顶盖外板组件,迪摩传媒有限公司,功能,划伤,3.5,来料批次材料硬度超标
356,线束总成,东方峻景网络有限公司,外观,划伤,4.6,来料批次材料硬度超标
357,ECU控制器,巨奥信息有限公司,外观,划伤,4.6,来料批次材料硬度超标
358,前门密封条,浙大万朋传媒有限公司,外观,划伤,2.5,胶水固化参数设置错误
359,前门密封条,华泰通安信息有限公司,尺寸,色差,3.7,来料批次材料硬度超标
360,线束总成,黄石金承科技有限公司,外观,间隙超差,4.7,设备定位销磨损导致加工位置度超差
361,车门铰链总成,群英传媒有限公司,材料,间隙超差,3.2,设备定位销磨损导致加工位置度超差
362,车门铰链总成,国讯传媒有限公司,外观,间隙超差,0.1,来料批次材料硬度超标
363,ECU控制器,恩悌传媒有限公司,电气,色差,2.2,设备定位销磨损导致加工位置度超差
364,线束总成,华远软件网络有限公司,外观,间隙超差,1.4,来料批次材料硬度超标
365,后顶盖外板组件,华成育卓网络有限公司,尺寸,色差,2,来料批次材料硬度超标
366,车门铰链总成,华泰通安网络有限公司,电气,色差,2.2,胶水固化参数设置错误
367,前门密封条,兰金电子信息有限公司,尺寸,色差,2.5,来料批次材料硬度超标
368,ECU控制器,四通信息有限公司,外观,间隙超差,4.1,胶水固化参数设置错误
369,前门密封条,戴硕电子科技有限公司,功能,压印,0.5,来料批次材料硬度超标
370,前门密封条,MBP软件信息有限公司,尺寸,短路,1,胶水固化参数设置错误
371,前门密封条,鸿睿思博信息有限公司,外观,色差,4.9,设备定位销磨损导致加工位置度超差
372,前门密封条,趋势网络有限公司,功能,压印,2.1,来料批次材料硬度超标
373,前门密封条,毕博诚传媒有限公司,电气,色差,3,设备定位销磨损导致加工位置度超差
374,后顶盖外板组件,图龙信息网络有限公司,功能,划伤,2.2,来料批次材料硬度超标
375,后顶盖外板组件,华远软件科技有限公司,功能,短路,3.2,设备定位销磨损导致加工位置度超差
376,后顶盖外板组件,天益信息有限公司,功能,色差,3.4,设备定位销磨损导致加工位置度超差
377,后顶盖外板组件,图龙信息科技有限公司,尺寸,压印,0.5,胶水固化参数设置错误
378,车门铰链总成,趋势科技有限公司,电气,色差,4.9,设备定位销磨损导致加工位置度超差
379,车门铰链总成,雨林木风计算机科技有限公司,电气,间隙超差,2.6,胶水固化参数设置错误
380,ECU控制器,九方科技有限公司,外观,间隙超差,0.5,胶水固化参数设置错误
381,线束总成,飞海科技科技有限公司,尺寸,间隙超差,3,来料批次材料硬度超标
382,前门密封条,太极网络有限公司,电气,色差,5,来料批次材料硬度超标
383,ECU控制器,惠派国际公司科技有限公司,功能,色差,3,来料批次材料硬度超标
384,前门密封条,快讯科技有限公司,功能,间隙超差,1.3,胶水固化参数设置错误
385,线束总成,九方信息有限公司,材料,压印,1.4,设备定位销磨损导致加工位置度超差
386,线束总成,创汇传媒有限公司,尺寸,压印,4.7,来料批次材料硬度超标
387,线束总成,明腾科技有限公司,尺寸,划伤,0.3,来料批次材料硬度超标
388,线束总成,创亿网络有限公司,外观,间隙超差,2.3,设备定位销磨损导致加工位置度超差
389,后顶盖外板组件,MBP软件科技有限公司,电气,色差,1.9,设备定位销磨损导致加工位置度超差
390,后顶盖外板组件,图龙信息科技有限公司,材料,色差,2.5,设备定位销磨损导致加工位置度超差
391,车门铰链总成,趋势网络有限公司,尺寸,色差,1.7,来料批次材料硬度超标
392,线束总成,凌云传媒有限公司,电气,压印,1.1,胶水固化参数设置错误
393,线束总成,晖来计算机科技有限公司,外观,压印,3.1,设备定位销磨损导致加工位置度超差
394,车门铰链总成,艾提科信传媒有限公司,外观,短路,4.5,胶水固化参数设置错误
395,ECU控制器,雨林木风计算机信息有限公司,电气,划伤,3.7,设备定位销磨损导致加工位置度超差
396,线束总成,良诺信息有限公司,材料,间隙超差,2.8,设备定位销磨损导致加工位置度超差
397,线束总成,惠派国际公司科技有限公司,功能,压印,0.3,设备定位销磨损导致加工位置度超差
398,车门铰链总成,新宇龙信息传媒有限公司,功能,短路,2.1,胶水固化参数设置错误
399,车门铰链总成,时空盒数字信息有限公司,外观,压印,2.1,设备定位销磨损导致加工位置度超差
400,后顶盖外板组件,双敏电子传媒有限公司,尺寸,间隙超差,4.1,来料批次材料硬度超标
401,前门密封条,立信电子网络有限公司,功能,短路,0.4,胶水固化参数设置错误
402,线束总成,盟新科技有限公司,材料,色差,4.2,设备定位销磨损导致加工位置度超差
403,ECU控制器,天益传媒有限公司,材料,划伤,3.8,来料批次材料硬度超标
404,线束总成,万迅电脑网络有限公司,功能,压印,2.6,设备定位销磨损导致加工位置度超差
405,ECU控制器,凌云科技有限公司,材料,划伤,3.5,来料批次材料硬度超标
406,ECU控制器,兰金电子网络有限公司,电气,划伤,3.3,来料批次材料硬度超标
407,ECU控制器,银嘉科技有限公司,尺寸,划伤,0.3,设备定位销磨损导致加工位置度超差
408,ECU控制器,艾提科信网络有限公司,电气,间隙超差,4,来料批次材料硬度超标
409,前门密封条,鑫博腾飞网络有限公司,外观,短路,2.5,来料批次材料硬度超标
410,线束总成,商软冠联传媒有限公司,尺寸,压印,3.6,胶水固化参数设置错误
411,车门铰链总成,戴硕电子信息有限公司,材料,短路,3.6,来料批次材料硬度超标
412,车门铰链总成,盟新传媒有限公司,尺寸,划伤,1.8,胶水固化参数设置错误
413,车门铰链总成,易动力网络有限公司,功能,压印,0.3,设备定位销磨损导致加工位置度超差
414,ECU控制器,双敏电子网络有限公司,功能,间隙超差,1,来料批次材料硬度超标
415,车门铰链总成,和泰信息有限公司,功能,色差,4.1,来料批次材料硬度超标
416,ECU控制器,图龙信息信息有限公司,电气,短路,1.6,胶水固化参数设置错误
417,线束总成,恒聪百汇信息有限公司,外观,压印,4.1,设备定位销磨损导致加工位置度超差
418,车门铰链总成,东方峻景网络有限公司,材料,压印,1.9,来料批次材料硬度超标
419,前门密封条,富罳网络有限公司,材料,间隙超差,2.9,胶水固化参数设置错误
420,前门密封条,九方科技有限公司,尺寸,划伤,4.2,来料批次材料硬度超标
421,后顶盖外板组件,国讯信息有限公司,电气,划伤,0.4,来料批次材料硬度超标
422,ECU控制器,商软冠联传媒有限公司,外观,短路,4.4,设备定位销磨损导致加工位置度超差
423,线束总成,襄樊地球村科技有限公司,电气,间隙超差,3.4,来料批次材料硬度超标
424,线束总成,飞海科技信息有限公司,材料,短路,1.6,来料批次材料硬度超标
425,ECU控制器,泰麒麟传媒有限公司,电气,短路,0.7,设备定位销磨损导致加工位置度超差
426,前门密封条,超艺网络有限公司,电气,划伤,0.7,胶水固化参数设置错误
427,前门密封条,时刻信息有限公司,材料,色差,4.3,设备定位销磨损导致加工位置度超差
428,后顶盖外板组件,浦华众城信息有限公司,材料,色差,2.2,设备定位销磨损导致加工位置度超差
